x;y;norme;cmd;erreur;rosbagTimestamp;;
3,31E-05;-8,77E-07;3,31268E-05;0,340011261;0,339978134;38696000000;0,999902572;
0,051931448;-1,13E-06;0,051931448;0,340011261;0,288079812;38696000000;0,847265504;0,019891473
0,132209941;5,86E-06;0,132209941;0,636458;0,504248059;38796000000;0,792272324;0,019891473
0,18562545;-0,000123392;0,185625491;0,583322862;0,397697371;38896000000;0,68177916;0,095097935
0,201701464;4,88E-05;0,20170147;0,570933765;0,369232295;38996000000;0,646716515;0,068360589
0,270244715;-2,96E-05;0,270244717;0,544407542;0,274162825;39096000000;0,503598506;
0,303533583;0,001066773;0,303535457;0,527873074;0,224337616;39196000000;0,424984011;
0,368252111;2,80E-06;0,368252111;0,486839387;0,118587277;39296000000;0,243586036;
0,403648674;0,00093533;0,403649758;0,70400979;0,300360032;39396000000;0,42664184;
0,468734381;4,42E-05;0,468734383;0,509679537;0,040945154;39496000000;0,080335095;
0,472648251;8,37E-05;0,472648259;0,463890308;-0,008757951;39597000000;-0,018879357;
0,508901602;7,07E-05;0,508901607;0,514892405;0,005990798;39697000000;0,011635049;
0,496387532;0,000208994;0,496387576;0,465987487;-0,030400089;39796000000;-0,065237994;
0,513883122;-3,26E-05;0,513883123;0,515261922;0,001378799;39896000000;0,002675919;
0,491493725;0,000153026;0,491493749;0,465586172;-0,025907577;39997000000;-0,055645073;
0,517519636;8,51E-05;0,517519643;0,531415652;0,013896008;40097000000;0,026149039;
0,501622533;0,000320144;0,501622635;0,465893738;-0,035728898;40196000000;-0,076688942;
0,521916278;3,28E-05;0,521916279;0,530205424;0,008289145;40296000000;0,015633836;
0,494596342;-7,27E-05;0,494596347;0,463851343;-0,030745005;40397000000;-0,066282021;
0,518256325;2,27E-05;0,518256326;0,528494359;0,010238033;40496000000;0,019372077;
0,486882491;-3,75E-05;0,486882493;0,462774617;-0,024107876;40596000000;-0,052094206;
0,508301295;4,70E-06;0,508301295;0,527579158;0,019277863;40696000000;0,036540229;
0,483446255;-0,000300103;0,483446348;0,480283663;-0,003162685;40796000000;-0,006585036;
0,505712857;-0,000167041;0,505712884;0,527913514;0,022200629;40896000000;0,042053535;
0,476325949;-3,03E-05;0,47632595;0,463723639;-0,012602312;40997000000;-0,027176341;
0,490384044;-0,000124186;0,49038406;0,528935099;0,038551039;41097000000;0,072884253;
0,47265281;-0,000150779;0,472652834;0,46651622;-0,006136614;41197000000;-0,013154128;
0,482717603;-2,76E-05;0,482717604;0,517053593;0,034335989;41296000000;0,066407021;
0,47137229;4,38E-05;0,471372292;0,470298565;-0,001073728;41396000000;-0,002283076;
0,482860229;4,27E-05;0,482860231;0,521877616;0,039017386;41496000000;0,074763478;
0,491898338;6,20E-05;0,491898342;0,490307401;-0,001590941;41597000000;-0,003244783;
0,50266758;3,61E-05;0,502667582;0,524559071;0,021891489;41696000000;0,041733124;
0,492891338;5,74E-05;0,492891341;0,491425186;-0,001466155;41796000000;-0,002983475;
0,503672685;8,10E-05;0,503672692;0,524853488;0,021180796;41896000000;0,040355636;
0,492845221;5,04E-05;0,492845224;0,491559803;-0,001285421;41996000000;-0,002614983;
0,504262845;0,000206429;0,504262887;0,540593487;0,036330599;42096000000;0,067205026;
0,492639376;2,53E-05;0,492639377;0,491568249;-0,001071128;42197000000;-0,002179001;
0,475002315;0,000144534;0,475002337;0,457395351;-0,017606985;42296000000;-0,038494019;
0,457555315;-0,0003593;0,457555456;0,483178202;0,025622746;42396000000;0,053029597;
0,47443986;-0,007142418;0,47449362;0,506235916;0,031742296;42497000000;0,062702577;
0,499240151;-0,000336864;0,499240265;0,668085732;0,168845467;42596000000;0,25273024;
0,527889993;-0,000994906;0,527890931;0,524777269;-0,003113662;42696000000;-0,005933301;
0,497465567;-0,011225957;0,497592215;0,488972935;-0,00861928;42796000000;-0,017627315;
0,517862385;-0,011373507;0,517987265;0,692568397;0,174581132;42896000000;0,25207782;
0,538645915;-0,045746878;0,540585052;0,518695703;-0,02188935;42997000000;-0,042200754;
0,48149497;-0,025221076;0,482155068;0,492474625;0,010319557;43097000000;0,020954496;
0,498345943;-0,034011863;0,499505241;0,557518102;0,058012862;43196000000;0,104055566;
0,511596835;-0,037458608;0,512966342;0,521531272;0,00856493;43296000000;0,016422658;
0,461351621;-0,021071744;0,461832585;0,468585562;0,006752978;43396000000;0,014411408;
0,472908416;-0,024636391;0,473549704;0,540813443;0,06726374;43496000000;0,124375125;
0,482427009;-0,00021087;0,482427055;0,487554345;0,00512729;43596000000;0,010516346;
0,493949119;-0,00552092;0,493979972;0,69442591;0,200445938;43696000000;0,288649855;
0,515666422;-0,000411826;0,515666587;0,494513176;-0,021153411;43796000000;-0,042776233;
0,525478794;-0,000434417;0,525478974;0,541641119;0,016162145;43896000000;0,029839213;
0,494889354;-0,00026275;0,494889423;0,491122294;-0,00376713;43997000000;-0,007670451;
0,519829427;-0,00045198;0,519829624;0,539237496;0,019407873;44096000000;0,035991326;
0,492239884;-0,000116673;0,492239898;0,488410354;-0,003829545;44196000000;-0,007840834;
0,522147338;-0,000280483;0,522147413;0,536726081;0,014578668;44297000000;0,027162212;
0,50330646;-0,000121468;0,503306474;0,503468497;0,000162023;44396000000;0,000321814;
0,527374432;-3,07E-05;0,527374433;0,533891641;0,006517208;44496000000;0,012206987;
0,500113441;1,56E-05;0,500113441;0,499606957;-0,000506484;44596000000;-0,001013764;
0,527049907;-8,35E-05;0,527049913;0,685317035;0,158267122;44696000000;0,230940008;
0,529020144;-0,000213195;0,529020187;0,49674967;-0,032270517;44796000000;-0,064963339;
0,526558683;-1,50E-05;0,526558683;0,524618118;-0,001940565;44896000000;-0,003699005;
0,503879469;4,41E-05;0,503879471;0,489761743;-0,014117728;44996000000;-0,028825706;
0,523206556;0,000226358;0,523206605;0,522164076;-0,001042529;45096000000;-0,001996554;
0,493739949;-5,51E-05;0,493739952;0,471047141;-0,022692811;45196000000;-0,048175243;
0,519196948;-0,000114684;0,51919696;0,536721309;0,017524349;45296000000;0,032650741;
0,481498012;0,000166884;0,481498041;0,471233209;-0,010264831;45396000000;-0,021782912;
0,503601136;0,00052889;0,503601414;0,53770871;0,034107296;45496000000;0,063430804;
0,477120391;0,000128988;0,477120408;0,47444431;-0,002676099;45597000000;-0,005640491;
0,499803101;0,00061485;0,499803479;0,5406624;0,040858921;45697000000;0,075571966;
0,479603993;0,000135906;0,479604012;0,477281015;-0,002322997;45797000000;-0,004867148;
0,501030935;0,0007719;0,501031529;0,54343783;0,042406301;45896000000;0,078033398;
0,481694031;6,32E-05;0,481694035;0,479170969;-0,002523067;45996000000;-0,005265483;
0,454532419;0,000179824;0,454532454;0,444606409;-0,009926045;46096000000;-0,022325466;
0,483417649;8,22E-05;0,483417656;0,610468749;0,127051093;46196000000;0,208120552;
0,500553558;0,000131334;0,500553575;0,505954258;0,005400683;46296000000;0,010674252;
0,51387324;-0,00058207;0,51387357;0,544737739;0,030864169;46396000000;0,056658767;
0,507331655;-0,001014957;0,50733267;0,52779965;0,02046698;46497000000;0,038777934;
0,491163266;-0,032643338;0,49224683;0,49278353;0,0005367;46596000000;0,001089119;
0,512017275;-0,054005603;0,514857549;0,700630326;0,185772777;46696000000;0,265150922;
0,528489901;-0,088740896;0,535888536;0,53643922;0,000550684;46797000000;0,001026554;
0,502325519;-0,106208204;0,513430725;0,515180851;0,001750126;46896000000;0,00339711;
0,530672042;-0,106135669;0,541181667;0,717278056;0,176096389;46996000000;0,24550645;
0,537220074;-0,141841049;0,555629634;0,55715315;0,001523515;47096000000;0,002734464;
0,501253297;-0,123075604;0,516141911;0,510538773;-0,005603138;47196000000;-0,010974951;
0,476089216;-0,133543188;0,494464078;0,487170619;-0,007293459;47296000000;-0,014971057;
0,505397045;-0,11486996;0,518286871;0,538806171;0,020519301;47396000000;0,038082898;
0,507280507;-0,088434177;0,514931177;0,514381278;-0,000549899;47496000000;-0,00106905;
0,473555255;-0,080730377;0,480387316;0,472955795;-0,007431522;47597000000;-0,015712931;
0,510115068;-0,032663797;0,511159766;0,524220803;0,013061037;47696000000;0,024915145;
0,500529995;-0,023028939;0,501059485;0,466264519;-0,034794966;47796000000;-0,074624949;
0,512749009;-0,000215651;0,512749054;0,525076304;0,01232725;47896000000;0,023477064;
0,502579631;-0,005054837;0,502605051;0,461018213;-0,041586838;47996000000;-0,090206497;
0,502156337;3,97E-05;0,502156339;0,503538444;0,001382105;48096000000;0,002744786;
0,480207992;-7,80E-05;0,480207998;0,47159673;-0,008611268;48196000000;-0,018259813;
0,494897547;1,07E-05;0,494897548;0,501374163;0,006476616;48296000000;0,012917729;
0,4787508;3,70E-05;0,478750802;0,469833235;-0,008917567;48396000000;-0,018980282;
0,496096147;-1,76E-06;0,496096147;0,516840309;0,020744162;48496000000;0,040136501;
0,481305739;-0,000155475;0,481305764;0,470093516;-0,011212248;48596000000;-0,023851102;
0,495878918;3,95E-05;0,49587892;0,517983305;0,022104385;48697000000;0,042673934;
0,479642743;0,000154728;0,479642768;0,471316823;-0,008325945;48797000000;-0,017665283;
0,497044195;2,31E-05;0,497044196;0,521226271;0,024182075;48896000000;0,046394583;
0,478773341;0,000160141;0,478773368;0,475154425;-0,003618943;48996000000;-0,007616351;
0,494005228;0,000151287;0,494005251;0,511131634;0,017126383;49096000000;0,033506795;
0,483909689;0,000181173;0,483909723;0,479946927;-0,003962796;49196000000;-0,008256739;
0,495911968;0,000238355;0,495912025;0,515778974;0,019866949;49296000000;0,038518339;
0,471262061;0,000116325;0,471262075;0,467874483;-0,003387592;49396000000;-0,007240387;
0,484540846;0,000311123;0,484540946;0,534232601;0,049691655;49497000000;0,093015018;
0,479269979;0,000171814;0,47927001;0,472804174;-0,006465836;49596000000;-0,013675506;
0,492489086;0,000344197;0,492489206;0,53855399;0,046064784;49696000000;0,085534199;
0,482708856;0,000148689;0,482708879;0,47548687;-0,007222009;49796000000;-0,015188661;
0,498339308;0,000434685;0,498339498;0,540852874;0,042513376;49896000000;0,078604327;
0,495276081;3,24E-05;0,495276082;0,493761193;-0,001514889;49996000000;-0,00306806;
0,519901237;0,000272633;0,519901308;0,542217272;0,022315964;50096000000;0,041156866;
0,485398221;0,00017175;0,485398252;0,475426243;-0,009972008;50196000000;-0,02097488;
0,506491538;0,000438617;0,506491728;0,539706881;0,033215152;50296000000;0,061542948;
0,483709219;0,000212016;0,483709266;0,475568235;-0,008141031;50396000000;-0,017118533;
0,507285006;0,000329599;0,507285113;0,540331185;0,033046072;50497000000;0,06115892;
0,483391022;0,000150989;0,483391046;0,475820649;-0,007570397;50596000000;-0,01591019;
0,506331271;-7,69E-07;0,506331271;0,525148532;0,018817262;50696000000;0,035832266;
0,475596285;6,74E-05;0,47559629;0,476199785;0,000603495;50796000000;0,001267315;
0,50396104;-7,22E-05;0,503961045;0,526732069;0,022771023;50896000000;0,043230752;
0,49473829;-4,19E-05;0,494738292;0,49462234;-0,000115952;50997000000;-0,000234425;
0,516999084;-1,40E-05;0,516999084;0,526990247;0,009991163;51097000000;0,018958914;
0,493516551;8,32E-05;0,493516558;0,493392784;-0,000123774;51196000000;-0,000250863;
0,515146843;-1,06E-05;0,515146843;0,52525577;0,010108927;51296000000;0,019245723;
0,493028857;6,52E-05;0,493028861;0,491915564;-0,001113297;51396000000;-0,002263187;
0,513464847;3,31E-06;0,513464847;0,523883413;0,010418566;51496000000;0,019887184;
0,494765292;9,44E-06;0,494765292;0,490682127;-0,004083165;51597000000;-0,008321405;
0,516905532;-6,28E-05;0,516905536;0,53853299;0,021627454;51697000000;0,040159942;
0,503368855;-2,30E-06;0,503368855;0,489620311;-0,013748544;51796000000;-0,028080011;
0,511820491;-1,46E-05;0,511820491;0,536647526;0,024827035;51896000000;0,046263206;
0,502854513;6,50E-06;0,502854513;0,487826766;-0,015027747;51996000000;-0,030805499;
0,504785276;3,95E-05;0,504785277;0,519267526;0,014482249;52096000000;0,027889764;
0,497021052;5,59E-05;0,497021055;0,486800062;-0,010220993;52196000000;-0,020996286;
0,505171221;7,18E-05;0,505171226;0,519689187;0,014517961;52297000000;0,027935853;
0,497772751;0,000118142;0,497772765;0,4870798;-0,010692966;52396000000;-0,021953211;
0,505779186;8,99E-05;0,505779194;0,519955597;0,014176403;52496000000;0,027264641;
0,496802866;9,87E-05;0,496802875;0,487288382;-0,009514494;52596000000;-0,019525386;
0,506328969;0,000109916;0,506328981;0,520236841;0,01390786;52696000000;0,026733709;
0,493990498;0,00016698;0,493990526;0,487465548;-0,006524979;52797000000;-0,013385518;
0,506546618;0,000127897;0,506546634;0,520544509;0,013997875;52896000000;0,026890831;
0,490081912;0,000187831;0,490081948;0,487690013;-0,002391935;52998000000;-0,004904623;
0,508397455;2,42E-05;0,508397456;0,520909444;0,012511988;53096000000;0,024019507;
0,530440633;0,000713754;0,530441113;0,47100073;-0,059440383;53196000000;-0,126200194;
0,524321948;0,008272638;0,524387206;0,517582451;-0,006804755;53296000000;-0,013147191;
0,470416743;-4,47E-05;0,470416745;0,464417807;-0,005998937;53396000000;-0,012917113;
0,47828115;6,93E-05;0,478281155;0,516749001;0,038467846;53496000000;0,074442033;
0,469351259;-8,93E-05;0,469351267;0,470561869;0,001210602;53596000000;0,002572672;
0,480874267;1,71E-06;0,480874267;0,537100394;0,056226127;53696000000;0,104684577;
0,474867844;-9,89E-05;0,474867854;0,475380165;0,000512311;53796000000;0,001077686;
0,486213346;8,17E-05;0,486213353;0,541225558;0,055012205;53896000000;0,101643768;
0,479697644;-0,000111839;0,479697657;0,478632826;-0,001064831;53997000000;-0,002224734;
0,456785968;9,11E-05;0,456785978;0,444212712;-0,012573265;54098000000;-0,028304605;
0,454790168;-0,000393348;0,454790338;0,493776596;0,038986258;54196000000;0,078955258;
0,488278911;-0,000211567;0,488278957;0,639149985;0,150871028;54296000000;0,23604949;
0,511515969;-0,000758616;0,511516532;0,50376263;-0,007753901;54396000000;-0,015391974;
0,484410427;-0,000680025;0,484410904;0,482239433;-0,002171472;54496000000;-0,004502891;
0,484555858;-0,03121009;0,485559934;0,531395193;0,045835259;54596000000;0,086254561;
0,498822124;-0,042577288;0,500635933;0,51186844;0,011232507;54696000000;0,021944129;
0,516324984;-0,060176819;0,519819909;0,704379689;0,184559779;54796000000;0,262017464;
0,538633832;-0,086572594;0,545546716;0,546486731;0,000940015;54896000000;0,001720106;
0,489075223;-0,081112814;0,495755849;0,498900487;0,003144637;54996000000;0,006303135;
0,471154076;-0,098157717;0,481270299;0,474851053;-0,006419247;55097000000;-0,013518442;
0,505827835;-0,06832094;0,510420953;0,529066363;0,01864541;55197000000;0,035242101;
0,496332263;-0,074505358;0,50189318;0,50494867;0,00305549;55297000000;0,006051091;
0,531626363;-0,047713914;0,53376325;0,546607703;0,012844453;55397000000;0,023498484;
0,511143644;-0,028950136;0,511962826;0,517616124;0,005653298;55496000000;0,010921796;
0,540724308;-0,007831229;0,540781014;0,687329611;0,146548597;55596000000;0,213214438;
0,544618522;-0,00054872;0,544618798;0,51804326;-0,026575538;55696000000;-0,051299843;
0,503770281;-0,000342889;0,503770398;0,46365444;-0,040115958;55796000000;-0,086521242;
0,506208955;-0,000110616;0,506208967;0,508971168;0,002762201;55896000000;0,005427029;
0,519079188;0,000236483;0,519079242;0,694419527;0,175340285;55996000000;0,25249907;
0,544247246;-0,000258513;0,544247307;0,506848092;-0,037399215;56096000000;-0,073787819;
0,527991428;9,93E-05;0,527991438;0,531260981;0,003269544;56196000000;0,006154308;
0,497950825;-5,13E-06;0,497950825;0,496545872;-0,001404953;56296000000;-0,002829452;
0,513128002;4,63E-05;0,513128004;0,52817489;0,015046886;56396000000;0,028488454;
0,497276223;6,38E-05;0,497276227;0,495053824;-0,002222403;56496000000;-0,004489215;
0,511670174;0,000122628;0,511670189;0,527161753;0,015491564;56596000000;0,029386738;
0,496612496;9,28E-05;0,496612504;0,494127603;-0,002484901;56697000000;-0,005028865;
0,511007626;0,000195486;0,511007663;0,526733203;0,01572554;56796000000;0,029854848;
0,496098478;0,00010739;0,49609849;0,493679858;-0,002418632;56897000000;-0,004899191;
0,511353349;0,000271205;0,511353421;0,526506235;0,015152815;56996000000;0,028779934;
0,495546798;0,000101039;0,495546809;0,493353553;-0,002193255;57096000000;-0,004445605;
0,512174585;0,000253396;0,512174647;0,526240036;0,014065389;57196000000;0,026728086;
0,494881458;8,84E-05;0,494881466;0,492984285;-0,001897181;57296000000;-0,003848359;
0,512961336;0,000273325;0,512961409;0,525824696;0,012863287;57396000000;0,024463071;
0,494106094;7,32E-05;0,4941061;0,492499091;-0,001607008;57496000000;-0,003262967;
0,513797673;0,000295735;0,513797758;0,525260897;0,011463139;57597000000;0,021823705;
0,493281379;5,68E-05;0,493281382;0,491904211;-0,001377171;57696000000;-0,002799674;
0,514517816;0,000358419;0,514517941;0,524590207;0,010072266;57797000000;0,019200255;
0,492447079;3,54E-05;0,492447081;0,491240546;-0,001206535;57897000000;-0,002456098;
0,496871765;-2,92E-06;0,496871765;0,499186789;0,002315024;57996000000;0,00463759;
0,474641188;-0,000482054;0,474641433;0,480968629;0,006327196;58097000000;0,013155112;
0,478494023;-0,012922061;0,478668475;0,49877749;0,020109015;58196000000;0,040316604;
0,46433467;-0,00050817;0,464334948;0,475450066;0,011115118;58296000000;0,023378098;
0,488031754;-0,008948155;0,48811378;0,514455257;0,026341477;58396000000;0,051202658;
0,468329056;-0,013046501;0,468510743;0,479372374;0,010861631;58496000000;0,022658025;
0,500774812;-0,007023496;0,500824063;0,550430771;0,049606707;58596000000;0,090123427;
0,50346253;-0,009279222;0,503548034;0,5033669;-0,000181135;58696000000;-0,000359846;
0,46568043;-0,001896756;0,465684293;0,475831112;0,01014682;58796000000;0,021324414;
0,496076992;-0,004217269;0,496094918;0,538407472;0,042312554;58897000000;0,078588349;
0,490508725;-0,002887951;0,490517226;0,499727052;0,009209825;58997000000;0,018429712;
0,522571191;-0,000216733;0,522571236;0,697554993;0,174983756;59096000000;0,250852991;
0,538859709;-0,001424371;0,538861591;0,514287064;-0,024574527;59196000000;-0,047783677;
0,564525542;-0,00048065;0,564525747;0,688278854;0,123753107;59296000000;0,179800827;
0,583407814;-0,018280184;0,583694135;0,498700142;-0,084993993;59396000000;-0,170431059;
0,495896384;-0,00050478;0,495896641;0,460381557;-0,035515085;59497000000;-0,077142718;
0,487347873;-0,000433399;0,487348066;0,491585304;0,004237238;59596000000;0,008619538;
0,52674121;-0,000263148;0,526741276;0,696973923;0,170232647;59697000000;0,244245361;
0,55455511;-0,000779966;0,554555659;0,509774487;-0,044781171;59797000000;-0,087845062;
0,565480077;0,000194578;0,56548011;0,691175452;0,125695342;59896000000;0,181857359;
0,572600215;-0,002339389;0,572604994;0,479207708;-0,093397286;59996000000;-0,194899383;
0,582973215;-0,000257019;0,582973271;0,677207817;0,094234546;60096000000;0,139151592;
0,577299382;-0,005586162;0,577326409;0,464664095;-0,112662314;60197000000;-0,242459694;
0,568764364;-5,68E-05;0,568764367;0,507856424;-0,060907943;60296000000;-0,119931422;
0,569281037;-0,000839225;0,569281656;0,696146011;0,126864355;60396000000;0,182238142;
0,572114931;2,95E-05;0,572114931;0,50636556;-0,065749372;60496000000;-0,129845662;
0,572514695;0,000154275;0,572514716;0,695519461;0,123004745;60596000000;0,17685306;
0,57695899;9,82E-05;0,576958998;0;-0,576958998;60696000000;#DIV/0!;
0,528284948;-3,15E-05;0,528284949;0;-0,528284949;60796000000;#DIV/0!;
0,439566961;9,20E-05;0,439566971;0;-0,439566971;60897000000;#DIV/0!;
0,397003724;0,000117023;0,397003742;0;-0,397003742;60996000000;#DIV/0!;
0,355298152;-0,000262823;0,355298249;0;-0,355298249;61096000000;#DIV/0!;
0,28513878;-0,00035704;0,285139003;0;-0,285139003;61196000000;#DIV/0!;
0,206488825;-0,000414013;0,206489241;0;-0,206489241;61296000000;#DIV/0!;
0,127257919;-0,0003793;0,127258484;0;-0,127258484;61396000000;#DIV/0!;
0,072133721;-0,000334668;0,072134498;0;-0,072134498;61497000000;#DIV/0!;
0,03939125;-0,000143358;0,039391511;0;-0,039391511;61596000000;#DIV/0!;
0,006607065;-9,70E-06;0,006607072;0;-0,006607072;61696000000;#DIV/0!;
-0,000317919;2,51E-05;0,00031891;0;-0,00031891;61796000000;#DIV/0!;
-0,000323978;2,40E-05;0,000324869;0;-0,000324869;61897000000;#DIV/0!;
-0,000328348;2,34E-05;0,00032918;0;-0,00032918;61996000000;#DIV/0!;
-0,000331325;2,29E-05;0,000332115;0;-0,000332115;62096000000;#DIV/0!;
-0,000338871;2,22E-05;0,000339598;0;-0,000339598;62196000000;#DIV/0!;
-0,000341358;2,09E-05;0,000341999;0;-0,000341999;62296000000;#DIV/0!;
-0,000342576;2,04E-05;0,000343183;0;-0,000343183;62397000000;#DIV/0!;
0,034631342;0,000107992;0,03463151;0,572016217;0,537384707;62496000000;0,939457118;
0,097040367;0,000184938;0,097040543;0,571782617;0,474742075;62596000000;0,830284203;
0,166504073;0,000153683;0,166504144;0,56919002;0,402685875;62696000000;0,707471778;
0,203462395;-6,30E-05;0,203462405;0,563594452;0,360132047;62796000000;0,63899147;
0,241130801;0,000176237;0,241130866;0,552098354;0,310967489;62896000000;0,563246541;
0,290184236;0,00018905;0,290184298;0,546049631;0,255865334;62996000000;0,468575234;
0,33974616;0,000114858;0,33974618;0,530339661;0,190593482;63096000000;0,359380027;
0,369154178;0,000180894;0,369154222;0,516626738;0,147472515;63196000000;0,285452735;
0,406972565;0,000654272;0,406973091;0,507461598;0,100488507;63296000000;0,198021894;
0,411828865;0,000395081;0,411829055;0,676586705;0,26475765;63396000000;0,391313705;
0,452525975;0,000425457;0,452526175;0,551984255;0,09945808;63496000000;0,180182821;
0,482155884;0,000715505;0,482156415;0,532795864;0,050639449;63596000000;0,095044748;
0,486842244;0,016794657;0,487131841;0,51353504;0,026403199;63696000000;0,051414601;
0,485694037;0,001227684;0,485695589;0,48629328;0,000597691;63797000000;0,001229075;
0,471905608;0,021905193;0,472413739;0,620528379;0,148114641;63897000000;0,238691163;
0,499664005;0,01541388;0,499901696;0,487823338;-0,012078358;63997000000;-0,024759697;
0,516756987;0,016459669;0,517019056;0,511418871;-0,005600185;64096000000;-0,01095029;
0,497479818;0,029018667;0,498325448;0,483380539;-0,014944909;64196000000;-0,030917482;
0,493775969;-2,16E-05;0,493775969;0,48840184;-0,005374129;64297000000;-0,011003499;
0,506362789;0,00681193;0,506408606;0,634995511;0,128586905;64396000000;0,202500494;
0,523338334;0,000282376;0,52333841;0,480967563;-0,042370847;64496000000;-0,08809502;
0,508267892;0,000127351;0,508267908;0,508448101;0,000180193;64596000000;0,000354398;
0,540371368;0,000134036;0,540371384;0,665745235;0,125373851;64696000000;0,188321064;
0,537708571;-9,91E-05;0,53770858;0,495676541;-0,042032039;64796000000;-0,084797314;
0,514272086;-0,000340046;0,514272198;0,51911897;0,004846772;64897000000;0,009336534;
0,512986933;0,000348292;0,512987051;0,489032126;-0,023954925;64996000000;-0,048984359;
0,537914344;-0,000280262;0,537914417;0,524283724;-0,013630693;65097000000;-0,025998696;
0,510084534;0,000171217;0,510084562;0,493994052;-0,016090511;65197000000;-0,032572276;
0,524034091;-0,000500155;0,52403433;0,529806598;0,005772268;65297000000;0,010895048;
0,505150903;-0,002132695;0,505155405;0,500392823;-0,004762582;65397000000;-0,009517686;
0,5382731;-0,000331553;0,538273202;0,691641824;0,153368622;65496000000;0,221745731;
0,555705106;-0,000163714;0,55570513;0,505786034;-0,049919096;65596000000;-0,098696075;
0,531115138;-0,000462267;0,531115339;0,535903589;0,00478825;65696000000;0,00893491;
0,506966899;-0,000279914;0,506966977;0,502829782;-0,004137194;65797000000;-0,008227823;
0,522904809;2,75E-05;0,522904809;0,537105516;0,014200707;65896000000;0,026439324;
0,510170648;-0,000117062;0,510170661;0,50493852;-0,005232141;65997000000;-0,010361937;
